date,value
2024-01-01,0.009950248756218905
2024-01-02,0.009775171065493646
2024-01-03,0.010126582278481013
2024-01-04,0.009505703422053232
2024-01-05,0.009624639076034648
2024-01-06,0.009306654257794323
2024-01-07,0.009425070688030161
2024-01-08,0.009153318077803204
2024-01-09,0.009259259259259259
2024-01-10,0.008968609865470852
2024-01-11,0.009066183136899365
2024-01-12,0.008791208791208791
2024-01-13,0.00889679715302491
2024-01-14,0.008628127696289905
2024-01-15,0.008726003490401396
2024-01-16,0.008532423208191127
2024-01-17,0.008616975441619991
2024-01-18,0.008382229673093043
2024-01-19,0.008463817181548879
2024-01-20,0.008237232289950576
2024-01-21,0.008316008316008316
2024-01-22,0.008090614886731393
2024-01-23,0.008166598611678236
2024-01-24,0.00794912559618442
2024-01-25,0.00801924619085806
2024-01-26,0.007867820613690008
2024-01-27,0.007936507936507936
2024-01-28,0.007730962504831852
2024-01-29,0.0078003120124804995
2024-01-30,0.0076045627376425855
2024-01-31,0.007668711656441718
2024-02-01,0.007626019980172348
2024-02-02,0.007773631840796021
2024-02-03,0.007844367743959836
2024-02-04,0.007932101213611487
2024-02-05,0.007857928650007858
2024-02-06,0.007802746566791511
2024-02-07,0.007682261657832067
2024-02-08,0.007811279487580065
2024-02-09,0.007835762419683435
2024-02-10,0.007985944737262418
2024-02-11,0.0080768920119538
2024-02-12,0.008074935400516795
2024-02-13,0.008231130134167422
2024-02-14,0.008331250520703158
2024-02-15,0.008281573498964804
2024-02-16,0.008266512358435976
2024-02-17,0.008359806052499582
2024-02-18,0.008329862557267805
2024-02-19,0.008227743952608195
2024-02-20,0.008393486654356219
2024-02-21,0.008291873963515755
2024-02-22,0.008226390259953932
2024-02-23,0.008279516476237788
2024-02-24,0.0083948959032908
2024-02-25,0.008244023083264633
2024-02-26,0.008298066550493735
2024-02-27,0.008435259384226065
2024-02-28,0.008573388203017833
2024-02-29,0.00845594452900389
2024-03-01,0.008421052631578947
2024-03-02,0.008318775476249896
2024-03-03,0.00824334350012365
2024-03-04,0.008231130134167422
2024-03-05,0.008078196946441555
2024-03-06,0.008117542008279893
2024-03-07,0.008100445524503848
2024-03-08,0.00799488327470419
2024-03-09,0.007957348611442667
2024-03-10,0.007843752451172642
2024-03-11,0.00781983109164842
2024-03-12,0.00775614674629644
2024-03-13,0.007899518129394106
2024-03-14,0.007986582541330564
2024-03-15,0.008054123711340207
2024-03-16,0.008192020971573687
2024-03-17,0.008280202036929701
2024-03-18,0.00841467519353753
2024-03-19,0.008490405841399219
2024-03-20,0.00844451950684006
2024-03-21,0.008490405841399219
